zipcode,availability
01067,Yes
01069,Yes
01070,No
01068,No
01071,No
01072,No
01073,No
01074,No
01075,No
01076,No
01077,No
01078,No
01079,No
01080,No
01081,No
01082,No
01083,No
01084,No
01085,No
01086,No
01087,No
01088,No
01089,No
01090,No
01091,No
01092,No
01093,No
01094,No
01095,No
01096,No
01097,Yes
01098,No
01099,Yes
01100,No
01101,No
01102,No
01103,No
01104,No
01105,No
01106,No
01107,No
01108,Yes
01109,Yes
01110,No
01111,No
01112,No
01113,No
01114,No
01115,No
01116,No
01117,No
01118,No
01119,No
01120,No
01121,No
01122,No
01123,No
01124,No
01125,No
01126,No
01127,Yes
01128,No
01129,Yes
01130,No
01131,No
01132,No
01133,No
01134,No
01135,No
01136,No
01137,No
01138,No
01139,Yes
01140,No
01141,No
01142,No
01143,No
01144,No
01145,No
01146,No
01147,No
01148,No
01149,No
01150,No
01151,No
01152,No
01153,No
01154,No
01155,No
01156,Yes
01157,Yes
01158,No
01159,Yes
01160,No
01161,No
01162,No
01163,No
01164,No
01165,No
01166,No
01167,No
01168,No
