zipcode,availability
01067,Yes
01069,Yes
01068,No
01070,No
01071,No
01072,No
01073,No
01074,No
01075,No
01076,No
01077,No
01078,No
01079,No
01080,No
01081,No
01082,No
01083,No
01084,No
01085,No
01086,No
01087,No
01088,No
01089,No
01090,No
01091,No
01092,No
01093,No
01094,No
01095,No
01096,No
01097,Yes
01098,No
01099,Yes
01100,No
01101,No
01102,No
01103,No
01104,No
01105,No
01106,No
01107,No
01108,Yes
01109,Yes
01110,No
01111,No
01112,No
01113,No
01114,No
01115,No
01116,No
01117,No
01118,No
01119,No
01120,No
01121,No
01122,No
01123,No
01124,No
01125,No
01126,No
01127,Yes
01128,No
01129,Yes
01130,No
01131,No
01132,No
01133,No
01134,No
01135,No
01136,No
01137,No
01138,No
01139,Yes
01140,No
01141,No
01142,No
01143,No
01144,No
01145,No
01146,No
01147,No
01148,No
01149,No
01150,No
01151,No
01152,No
01153,No
01154,No
01155,No
01156,Yes
01157,Yes
01158,No
01159,Yes
01160,No
01161,No
01162,No
01163,No
01164,No
01165,No
01166,No
01167,No
01168,No
01169,Yes
01170,No
01171,No
01172,No
01173,No
01174,No
01175,No
01176,No
01177,No
01178,No
01179,No
01180,No
01181,No
01182,No
01183,No
01184,No
01185,No
01186,No
01187,Yes
01188,No
01189,Yes
01190,No
01191,No
01192,No
01193,No
01194,No
01195,No
01196,No
01197,No
01198,No
01199,No
01200,No
01201,No
01202,No
01203,No
01204,No
01205,No
01206,No
01207,No
01208,No
01209,No
01210,No
01211,No
01212,No
01213,No
01214,No
01215,No
01216,No
01217,Yes
01218,No
01219,Yes
01220,No
01221,No
01222,No
01223,No
01224,No
01225,No
01226,No
01227,No
01228,No
01229,No
01230,No
01231,No
01232,No
01233,No
01234,No
01235,No
01236,No
01237,Yes
01238,No
01239,Yes
01240,No
01241,No
01242,No
01243,No
01244,No
01245,No
01246,No
01247,No
01248,No
01249,No
01250,No
01251,No
01252,No
01253,No
01254,No
01255,No
01256,No
01257,Yes
01258,No
01259,Yes
01260,No
01261,No
01262,No
01263,No
01264,No
01265,No
01266,No
01267,No
01268,No
01269,No
01270,No
01271,No
01272,No
01273,No
01274,No
01275,No
01276,No
01277,Yes
01278,No
01279,Yes
01280,No
01281,No
01282,No
01283,No
01284,No
01285,No
01286,No
01287,No
01288,No
01289,No
01290,No
01291,No
01292,No
01293,No
01294,No
01295,No
01296,No
01297,No
01298,No
01299,No
01300,No
01301,No
01302,No
01303,No
01304,No
01305,No
01306,No
01307,Yes
01308,No
01309,Yes
01310,No
01311,No
01312,No
01313,No
01314,No
01315,No
01316,No
01317,No
01318,No
01319,No
01320,No
01321,No
01322,No
01323,No
01324,Yes
01325,No
01326,Yes
01327,No
01328,Yes
01329,No
01330,No
01331,No
01332,No
01333,No
01334,No
01335,No
01336,No
01337,No
01338,No
01339,No
01340,No
01341,No
01342,No
01343,No
01344,No
01345,No
01346,No
01347,No
01348,No
01349,No
01350,No
01351,No
01352,No
01353,No
01354,No
01355,No
01356,No
01357,No
01358,No
01359,No
01360,No
01361,No
01362,No
01363,No
01364,No
01365,No
01366,No
01367,No
01368,No
01369,No
01370,No
01371,No
01372,No
01373,No
01374,No
01375,No
01376,No
01377,No
01378,No
01379,No
01380,No
01381,No
01382,No
01383,No
01384,No
01385,No
01386,No
01387,No
01388,No
01389,No
01390,No
01391,No
01392,No
01393,No
01394,No
01395,No
01396,No
01397,No
01398,No
01399,No
01400,No
01401,No
01402,No
01403,No
01404,No
01405,No
01406,No
01407,No
01408,No
01409,No
01410,No
01411,No
01412,No
01413,No
01414,No
01415,No
01416,No
01417,No
01418,No
01419,No
01420,No
01421,No
01422,No
01423,No
01424,No
01425,No
01426,No
01427,No
01428,No
01429,No
01430,No
01431,No
01432,No
01433,No
01434,No
01435,No
01436,No
01437,No
01438,No
01439,No
01440,No
01441,No
01442,No
01443,No
01444,No
01445,Yes
01446,No
01447,No
01448,No
